,TMDB_ID,Name,Birthday,Deathday,Gender,Place of Birth,Popularity
148815,148815,Harrison Ford,1884-03-16,1957-12-02,2,"Kansas City, Missouri, USA ",2.5e-05
1534108,1534108,Jack R. Proctor,,,0,,6e-06
1534107,1534107,Edward Sowders,,,0,,0.0
88983,88983,Louis Germonprez,,,0,,0.003074
28988,28988,Aud Egede Nissen,1893-05-30,1974-11-15,1,"Bergen, Norway",0.000333
47169,47169,Gertrude Welcker,,,0,,0.036
73,73,Alfred Abel,1879-03-12,1937-12-12,2,"Leipzig, Germany",0.091111
29141,29141,Bernhard Goetzke,1884-06-05,1964-10-07,2,"Danzig, Poland",1.8e-05
47170,47170,Paul Richter,1895-04-01,1961-12-30,0,,0.0
47171,47171,Robert Forster-Larrinaga,1880,1932-07-02,2,,0.37632
47172,47172,Hans Adalbert Schlettow,1888-06-11,1945-04-30,2,"Frankfurt am Main, Germany",0.067036
29129,29129,Georg John,,,0,,0.003136
28130,28130,Julius Falkenstein,1879-02-25,1933-12-09,2,"Berlin, Germany",0.0
68,68,Fritz Lang,1890-12-05,1976-08-02,2,"Vienna, Austria-Hungary",1.099532
47086,47086,Norbert Jacques,1880-06-06,1954-05-15,2,"Eich, Luxembourg",1.4e-05
157,157,Thea von Harbou,1888-12-27,1954-07-01,1,"Tauperlitz, Germany",2.393977
89675,89675,Maren Pedersen,,,0,,0.036
89677,89677,Elith Pio,1887-07-03,1983-02-10,2,"Copenhagen, Denmark",2.9e-05
89678,89678,Oscar Stribolt,1872-02-12,1927-05-20,0,"Copenhagen, Denmark",0.000141
89676,89676,Clara Pontoppidan,1883-04-23,1975-01-22,1,"Copenhagen, Denmark",7.7e-05
599669,599669,Tora Teje,1893-01-07,1970-04-29,1," Stockholm,  Sweden",0.76
89674,89674,Benjamin Christensen,1879-09-28,1959-04-02,2,"Viborg, Denmark",0.159765
1283445,1283445,John Andersen,,,0,,0.027518
579016,579016,Poul Reumert,1883-03-26,1968-04-19,2,"Copenhagen, Denmark",0.008999
1899185,1899185,Karen Winther,,,0,,0.036
1086979,1086979,Kate Fabian,,,0,,0.036
1158072,1158072,Manfred Noa,1893-03-22,1930-12-05,2,"Berlin, Germany",2.3e-05
47173,47173,Grete Berger,,,1,,0.002975
48057,48057,Lya De Putti,1897-01-10,1931-11-27,1,,0.63352
100896,100896,Anton Edthofer,1883-09-18,1971-02-21,0,,1.3e-05
14130,14130,Olga Engl,1871-05-30,1946-09-21,1,"Prague, Bohemia, Austria-Hungary [now Czech Republic]",2e-06
46736,46736,Karl Etlinger,1879-10-16,1946-05-08,0,,0.017781
100898,100898,Ilka Grüning,1876-09-04,1964-11-14,1,"Wien, Austria",4.852584
100899,100899,Adolf Klein,,,0,,0.036
9076,9076,F.W. Murnau,1888-12-28,1931-03-11,2,"Bielefeld, North-Rhine-Westphalia, Germany",1.4e-05
45562,45562,Gerhart Hauptmann,,,0,,0.000266
1043380,1043380,Harry Houdini,1874-03-24,1926-10-31,0,,0.0
1153824,1153824,Burton King,,,0,,0.0
9839,9839,Maximilian Schreck,1879-09-06,1936-02-20,2,"Berlin, Germany",0.718248
9840,9840,Gustav von Wangenheim,1895-02-18,1975-10-14,2,"Wiesbaden, Germany",9e-06
9841,9841,Greta Schröder,1891-09-07,1967-04-13,0,"Düsseldorf, Germany",2.9e-05
9842,9842,Alexander Granach,1893-04-18,1945-03-14,0,"Werbowitz, Galicia, Austria-Hungary",0.016003
9843,9843,Georg H. Schnell,1878-04-11,1951-03-31,0,,0.008001
9844,9844,Ruth Landshoff,1904-01-07,1966-01-19,1,"Berlin, Germany",0.1668
9846,9846,Gustav Botz,1857-05-17,1932-04-06,0,,0.000886
9845,9845,John Gottowt,1881-06-15,1942-08-29,0,,0.017424
9847,9847,Max Nemetz,1884-10-19,1971-07-02,2,"Bremen, Germany",0.179787
9848,9848,Wolfgang Heinz,1900-05-18,1984-10-30,0,,0.1668
1544,1544,Bram Stoker,1847-11-08,1912-04-20,2,"Dublin, Ireland",0.016453
9833,9833,Henrik Galeen,1881-01-07,1949-07-30,2,"Berlin, Germany",7e-06
10094,10094,Allakariallak,,,0,,0.012701
10095,10095,Nyla,,,0,,3e-06
10096,10096,Cunayou,,,0,,1e-06
10097,10097,Allee,,,0,,0.00324
10098,10098,Allegoo,,,0,,0.004212
10092,10092,Robert J. Flaherty,1884-02-16,1951-07-23,2,"Iron Mountain, Michigan, USA",0.0
588852,588852,Germaine Dermoz,1888-07-30,1966-11-06,1,Paris,2e-06
997697,997697,Alexandre Arquillière,,,0,,4.1e-05
11596,11596,Jean d'Yd,1880-05-17,1964-05-14,0,Paris - France,0.0
997698,997698,Yvette Grisier,,,0,,0.000336
545468,545468,Madeleine Guitty,,,0,,0.0
997699,997699,Raoul Paoli,,,0,,8e-06
2579,2579,Armand Thirard,1899-10-25,1973-11-12,2,"Mantes-sur-Seine, Seine-et-Oise [now Mantes-la-Jolie, Yvelines], France",2e-06
997694,997694,Germaine Dulac,1882-11-17,1942-07-20,1,"Amiens, France",0.002048
997695,997695,Denys Amiel,,,0,,0.0
997696,997696,André Obey,,,0,,1.1e-05
102501,102501,Jobyna Ralston,1899-11-21,1967-01-22,1,"South Pittsburg, Tennessee, USA",0.000624
148398,148398,John Aasen,,,0,,0.12
148387,148387,Wallace Howe,,,0,,2e-06
98022,98022,Jim Mason,1889-02-03,1959-11-07,2,"Paris, France",0.001162
29274,29274,Leo White,1873-11-10,1948-09-20,2,"Graudenz, Kingdom of Prussia, German Empire [now Grudziadz, Kujawsko-Pomorskie, Poland]",0.639717
148399,148399,Gaylord Lloyd,,,0,,0.000409
148400,148400,Mark Jones,1889-12-09,1965-04-14,0,,0.000243
143385,143385,Fred C. Newmeyer,1888-08-09,1967-04-24,2,,0.0
143561,143561,Sam Taylor,1895-08-13,1958-03-06,2,,1e-06
143558,143558,Ted Wilde,,,2,,2.8e-05
71788,71788,Tim Whelan,1893-11-02,1957-08-12,2,"Cannelton, Indiana, United States",0.000134
1413995,1413995,Robert A. Golden,1897-07-19,1942-07-08,0,Savannah - Georgia - USA,0.000408
10526,10526,Natalie Talmadge,1896-04-29,1969-06-19,0,,0.043848
1670560,1670560,Francis X. Bushman Jr.,1903-05-01,1978-04-16,2,"Baltimore, Maryland, U.S.",4e-06
10528,10528,Craig Ward,,,0,,0.003734
10530,10530,Joe Keaton,1867-07-06,1946-01-13,2,,0.0
143384,143384,Buster Keaton Jr.,,,0,,1.3e-05
14921,14921,Erwin Connelly,,1931-02-12,2,,0.00015
1350590,1350590,Edward Coxen,,,0,,0.0
10516,10516,John G. Blystone,1892-12-02,1938-08-06,2,"Rice Lake, Wisconsin, USA",0.000262
10518,10518,Jean C. Havez,,,2,,0.05112
10519,10519,Joseph A. Mitchell,,,2,,0.0
10517,10517,Clyde Bruckman,1894-09-20,1955-01-04,2,"San Bernardino, California, USA",0.000108
99749,99749,Edmund Lowe,1890-03-03,1971-04-21,2,"San Jose, California, United States",2.824865
1264629,1264629,Alma Tell,1898-02-27,1937-12-29,0,New York City - New York - USA,0.066384
29585,29585,Martha Mansfield,1899-07-14,1923-11-30,0,New York City - New York - USA,0.003573
1547,1547,Bela Lugosi,1882-10-20,1956-08-16,2,"Lugos, Kingdom of Hungary, Austria-Hungary [now Lugoj, Timis County, Romania]",2.116308
1366131,1366131,Betty Jewel,,,0,,0.0
141064,141064,Carl Harbaugh,1886-11-10,1960-02-26,2,"Washington, District of Columbia, USA",0.168
1350664,1350664,Martin Faust,,,0,,0.4
592830,592830,J. Gordon Edwards,1867-06-24,1925-12-31,2,"Montréal, Québec, Canada",2e-06
1368683,1368683,Anthony Paul Kelly,,,0,,2.6e-05
7637,7637,Rufus King,,,0,,0.0
88954,88954,Mildred Davis,1901-02-22,1969-08-18,1,,0.18552
148377,148377,Bill Strother,,,0,,0.00359
88958,88958,Noah Young,1887-02-02,1958-04-18,2,,0.026249
148378,148378,Westcott Clarke,,,0,,0.2352
148423,148423,Roy Brooks,,,0,,2e-06
1172948,1172948,Mickey Daniels,1914-10-11,1970-08-20,0,,8e-05
148390,148390,Richard Daniels,,,0,,0.001769
1241877,1241877,Ray Erlenborn,,,0,,7.4e-05
141132,141132,William Gillespie,1894-01-24,1938-06-23,2,"Aberdeen, Aberdeenshire, Scotland, UK",0.000666
33223,33223,Hal Roach,1892-01-14,1992-11-02,2,"Elmira, New York, USA",1.086338
133277,133277,Frank Mayo,,,2,,0.8
532628,532628,Virginia Valli,1898-06-10,1968-09-24,1,Chicago - Illinois - USA,0.033004
89519,89519,Ford Sterling,1880-11-03,1939-10-13,2,"La Crosse, Wisconsin, USA",0.000152
34047,34047,Nigel De Brulier,1877-07-08,1948-01-30,2,"Bristol, England, UK",1.5e-05
148550,148550,Charles A. Post,1897-11-03,1952-12-20,2,"Salt Lake City, Utah, USA",0.005897
29962,29962,King Vidor,1894-02-08,1982-11-01,2,"Galveston, Texas, USA",0.001655
1298631,1298631,Joseph Hergesheimer,1880-02-15,1954-04-25,0,Philadelphia - Pennsylvania - USA,0.168
148391,148391,Carlton Griffin,1893-05-23,1940-07-24,0,,2.1e-05
1574741,1574741,Thomas J. Gray,,,0,,0.18552
8629,8629,Gloria Swanson,1899-03-27,1983-04-04,1,"Chicago, Illinois, USA",1.463268
166297,166297,Tom Moore,1883-05-01,1955-02-12,2,"Fordstown Crossroads, County Meath, Ireland",8e-05
104018,104018,Lilyan Tashman,1896-10-23,1934-03-21,1,"Brooklyn, New York, USA",0.001568
84230,84230,Ian Keith,1899-02-27,1960-03-26,2,"Boston, Massachusetts, USA",4.1e-05
9094,9094,Arthur Housman,1889-10-10,1942-04-08,2,New York City - New York - USA,2e-06
1152729,1152729,Paul McAllister,,,0,,9e-06
1289770,1289770,Pierre Collosse,,,0,,0.12
1406816,1406816,Marie Shelton,,,0,,2.9e-05
1129184,1129184,Carrie Scott,,,0,,0.36
550724,550724,Margarete Schön,1895-04-07,1985-12-26,1,,0.072
550725,550725,Gertrud Arnold,1873-03-03,1931-01-11,0,,1.8e-05
79,79,Theodor Loos,1883-05-18,1954-06-27,2,"Zwingenberg, Hesse, Germany",1.896304
1093537,1093537,Hanna Ralph,1888-09-25,1978-03-25,0,,1e-06
14920,14920,Kathryn McGuire,1903-12-06,1978-10-10,1,"Peoria, Illinois, U.S.",1.299625
14922,14922,Ward Crane,1980-05-18,,2,"Albany, New York, USA",6.7e-05
1263235,1263235,Doris Deane,,,0,,0.000336
120701,120701,George Davis,1889-11-07,1965-04-19,2,,1.5e-05
144007,144007,Kewpie Morgan,1892-02-01,1956-09-24,2,"Anna, Texas, USA",0.000408
147964,147964,Steve Murphy,,,2,,0.0
1366755,1366755,John Patrick,,,0,,1e-06
1395647,1395647,Walter C. Reed,,,0,,1.1e-05
11543,11543,Gaston Modot,1887-12-30,1970-02-24,2,,0.001084
114971,114971,Jean Toulout,,,0,,0.0
1402776,1402776,Gina Palerme,,,0,,0.0504
29720,29720,Abel Gance,1889-10-25,1981-11-10,2,"Paris, France",0.544293
14488,14488,Snitz Edwards,1868-01-01,1937-05-01,2,"Budapest, Hungary",0.108261
108104,108104,Charles Belcher,1872-07-27,1943-12-10,2,"San Francisco, California, USA",0.003996
29981,29981,Julanne Johnston,1900-05-01,1988-12-26,1,"Indianapolis, Indiana, USA",3e-06
97983,97983,Sôjin,,,0,,1e-06
13341,13341,Anna May Wong,1905-01-03,1961-02-02,1,"Los Angeles, California, USA",0.0684
29580,29580,Brandon Hurst,1866-11-30,1947-07-15,2,"London, England, UK",0.00019
128329,128329,Tote Du Crow,1858,1927-12-12,0,Watsonville - California - USA,0.000223
3247,3247,Noble Johnson,1881-04-18,1978-01-09,2,"Marshall, Missouri, USA",0.092936
133104,133104,Sam Baker,1904-05-04,1982-05-08,2,"Taylor, Indiana, USA",0.001905
144300,144300,Achmed Abdullah,,,0,,0.001361
587948,587948,James T. O'Donohoe,,1928-08-27,2,,0.0
587949,587949,Lotta Woods,,,0,,0.0
1899103,1899103,Richard Holahan,,,0,,0.0
931420,931420,Herbert Ponting,,,0,,0.0
14421,14421,Frederick Vroom,1857-11-11,1942-06-24,2,"Nova Scotia, Canada",1e-05
1159956,1159956,Clarence Burton,1882-05-10,1933-12-02,0,,0.1512
1545813,1545813,H.N. Clugston,,,0,,3.7e-05
115995,115995,Brooks Benedict,1896-02-06,1968-01-01,2,,0.006773
148414,148414,Hazel Keener,,,1,,0.4
148415,148415,Joseph Harrington,,,0,,0.0
148416,148416,Pat Harmon,1886-02-03,1958-11-26,2,"Lewiston, Illinois, USA",0.000471
1759857,1759857,James Anderson,,,0,,0.000172
98045,98045,John Gilbert,1899-07-10,1936-01-09,2,"Logan, Utah, USA",3.1e-05
29973,29973,Renée Adorée,1898-09-30,1933-10-05,1,"Lille, Nord, France",1.8e-05
29536,29536,Hobart Bosworth,1867-08-11,1943-12-30,2,"Marietta, Ohio, USA",0.00635
29974,29974,Claire McDowell,1877-11-02,1966-10-23,1,"New York City, New York, United States",4.1e-05
29975,29975,Claire Adams,1898-09-25,1978-09-25,1,Winnipeg - Manitoba - Canada,0.1764
29976,29976,Robert Ober,1881-09-03,1950-12-07,0,,0.036
29977,29977,Tom O'Brien,1890-07-25,1947-06-08,2,,1e-06
29978,29978,Karl Dane,1886-10-12,1934-04-15,2,,2e-06
29979,29979,Kathleen Key,1903-04-01,1954-12-22,1,"Buffalo, New York, USA",4e-06
29964,29964,Harry Behn,,,0,,0.029635
29965,29965,Joseph Farnham,,,2,,0.005715
14481,14481,Lon Chaney,1883-04-01,1930-08-26,2,"Colorado Springs, Colorado, USA",9.2e-05
14484,14484,Mary Philbin,1903-07-16,1993-05-07,1,"Chicago, Illinois, U.S.",0.011399
14485,14485,Norman Kerry,1894-06-16,1956-01-12,2,"Rochester, New York, U.S.A",0.00022
14486,14486,Arthur Edmund Carewe,1884-12-30,1937-04-22,0,"Trapzon, Turkey",4e-06
14487,14487,John St. Polis,1873-11-24,1946-10-08,2," New Orleans, Louisiana, USA",0.000212
78844,78844,Virginia Pearson,1886-03-07,1958-06-06,1,"Anchorage, Kentucky, USA",0.0468
9097,9097,Gibson Gowland,1877-01-04,1951-09-09,2,"Spennymoor, Durham, England, UK",0.650338
30195,30195,Chester Conklin,1886-01-11,1971-10-11,2,"Oskaloosa, Iowa, USA",0.427713
99599,99599,Carla Laemmle,1909-10-20,2014-06-12,0,,0.001572
14473,14473,Rupert Julian,1879-01-25,1943-12-27,2,"Whangaroa, New Zealand",0.784
14474,14474,Gaston Leroux,1868-05-06,1927-04-15,2,"Paris, France",0.4
14434,14434,Georgia Hale,1905-06-24,1985-06-07,1,"St. Joseph, Missouri, U.S.",0.000181
14435,14435,Mack Swain,1876-02-16,1935-08-25,2,"Salt Lake City, Utah, USA",0.000259
14437,14437,Tom Murray,1874-09-08,1935-08-27,2,"Stonefort, Illinois, United States",7e-06
14439,14439,Malcolm Waite,1892-05-07,1949-04-25,2,,0.0
1269183,1269183,Harry Arras,,,0,,4e-06
1152705,1152705,James Dime,1897-12-19,1981-05-11,2,Yugoslavia,0.0
1338708,1338708,Charles Force,,,0,,0.12
1362976,1362976,J.C. Fowler,,,0,,3.7e-05
1147553,1147553,Harry d'Abbadie d'Arrast,,,0,,0.0108
213294,213294,Maksim Shtraukh,,,0,,0.001147
9607,9607,Grigori Aleksandrov,1903-01-23,1983-12-16,2,"Yekaterinburg, Russian Empire",0.3869
9727,9727,Mikhail Gomorov,,,0,,0.000171
1600737,1600737,Ivan Klyukvin,,,0,,0.12
9609,9609,Aleksandr Antonov,1898-02-13,1962-11-26,2,"Moscow, Russian Empire",0.825682
1600738,1600738,I. Ivanov,,,0,,0.019656
1600739,1600739,Yudif Glizer,,,0,,1.1e-05
1600740,1600740,Vera Yanukova,,,0,,0.058085
275018,275018,Vladimir Uralsky,1887-08-28,1955-05-15,0,"Orenburg, Orenburg Governorate, Russian Empire [now Orenburg Oblast, Russia]",0.000227
1600741,1600741,M. Mamin,,,0,,6e-06
9603,9603,Sergei M. Eisenstein,1898-01-23,1948-02-11,2,"Riga, Russian Empire",0.011171
213292,213292,Илья Кравчуновский,,,0,,1e-05
213293,213293,Валериан Плетнёв,,,0,,0.001361
1600733,1600733,Ilya Kravchunovsky,,,0,,0.036
9728,9728,Aleksandr Levshin,,,0,,0.000172
144016,144016,Howard Truesdale,1861-01-03,1941-12-08,0,"Conneautville, Pennsylvania, USA",0.004268
144017,144017,Kathleen Myers,,,0,"Covington, Kentucky, USA",0.0324
144018,144018,Ray Thompson,,1927-06-29,0,,0.01512
1364095,1364095,Brown Eyes,,,0,,1e-06
89602,89602,Roscoe 'Fatty' Arbuckle,1887-03-24,1933-06-29,2,"Smith Center, Kansas, USA",0.001871
148408,148408,Gus Leonard,1859-02-04,1939-03-27,0,,0.0008
141346,141346,Babe London,1901-08-28,1980-11-29,0,Des Moines - Iowa - USA,3e-06
144015,144015,Lex Neal,,,0,,1e-06
99377,99377,T. Roy Barnes,1880-08-11,1937-03-30,2,,0.942399
144011,144011,Ruth Dwyer,,,1,,0.0
144012,144012,Frances Raymond,1869-05-24,1961-06-18,1,,0.043861
29267,29267,Jules Cowles,1877-10-18,1943-05-22,2,"Farmington, Connecticut, USA",2.2e-05
30210,30210,Jean Arthur,1900-10-17,1991-06-19,1,"Plattsburgh, New York, USA",2.425354
1364105,1364105,Rosalind Byrne,1904-02-19,1989-08-09,1,"Ohio, USA",0.000573
1167757,1167757,Constance  Talmadge,1898-04-19,1973-11-23,1,"Brooklyn, New York, USA",5e-06
144010,144010,David Belasco,1853-07-25,1931-05-14,2,"San Francisco, California, USA",1e-06
20780,20780,Roi Cooper Megrue,,,0,,0.024396
9610,9610,Vladimir Barsky,1889-01-01,1936-01-24,0,,4e-06
9611,9611,Ivan Bobrov,,,0,,6.4e-05
1906799,1906799,N. Poltavtseva,,,0,,0.0
1906801,1906801,Konstantin Feldman,,,0,,0.0
1906804,1906804,Prokhorenko,,,0,,0.0
1906805,1906805,A. Glauberman,,,0,,0.168
1880551,1880551,Nikolay Aseev,,,0,,0.18769
1880552,1880552,Sergey Tretyakov,,,0,,0.000172
1906822,1906822,Herzl Effensachs,,,0,,0.0576
1906823,1906823,Grigoriy Aleksandrov,,,0,,0.0108
29259,29259,Lewis Stone,1879-11-15,1953-09-12,2,"Worcester, Massachusetts, USA",1e-06
29260,29260,Wallace Beery,1885-04-01,1949-04-15,2,"Kansas City, Missouri, USA",0.007091
29261,29261,Lloyd Hughes,1897-10-21,1958-06-06,2,"Bisbee, Arizona, USA",0.000475
29262,29262,Alma Bennett,,,0,,0.24
29263,29263,Arthur Hoyt,1873-03-19,1953-01-04,2,,0.002999
29266,29266,Frank Finch Smiles,,,0,,6e-06
29250,29250,Harry O. Hoyt,1885-08-06,1961-07-29,0,"Minneapolis, Minnesota",4.9e-05
25167,25167,Arthur Conan Doyle,1859-05-22,1930-07-07,2,"Edinburgh, Scotland",1.433621
29251,29251,Marion Fairfax,1875-10-24,1970-10-02,1,,0.001769
29256,29256,Milton Menasco,1890-01-22,1974-06-07,0,"Los Angeles, California, USA",3e-06
14417,14417,Marion Mack,1902-04-08,1989-05-01,1,,3e-06
14419,14419,Glen Cavender,1883-09-19,1962-02-09,2,,4.6e-05
14420,14420,Jim Farley,1882-01-08,1947-10-12,2,,1.2e-05
14422,14422,Charles Henry Smith,1865-10-03,1942-07-11,0,,2e-06
14424,14424,Frank Barnes,,,2,,0.0
14425,14425,Mike Donlin,1878-05-30,1933-09-24,2,,0.0
14426,14426,Tom Nawn,,,0,,0.00112
975306,975306,Edward Hearn,1888-09-06,1963-04-15,2,"Dayton, Washington, USA",0.000181
19549,19549,Greta Garbo,1905-09-18,1990-04-15,1,"Stockholm, Stockholms län, Sweden",0.491205
30555,30555,Antonio Moreno,1887-09-26,1987-02-15,2,"Madrid, Spain",0.001411
98026,98026,Marc McDermott,,,0,,0.1776
17753,17753,Lionel Barrymore,1878-04-28,1954-11-15,2,"Philadelphia, Pennsylvania, USA",0.292604
128160,128160,Armand Kaliz,1887-10-23,1941-02-01,0,"Paris,France",0.07056
90067,90067,Roy D'Arcy,1894-02-10,1969-11-15,2,"San Francisco, California, USA",0.058085
1374201,1374201,Robert Anderson,1890-07-22,1963-06-25,2,"Odense, Denmark",0.0
148402,148402,Constantine Romanoff,1881-08-21,1969-02-08,2,"Dielingen, Germany",0.000563
108106,108106,Fred Niblo,1874-01-06,1948-11-11,2,"York, Nebraska, United States",8e-06
130705,130705,Vicente Blasco Ibáñez,1867-01-29,1928-01-28,2,"Valencia, Spain",0.0
1096777,1096777,Dorothy Farnum,1900-06-10,1970-01-27,1,"New York City, New York, USA",0.001905
121001,121001,Lars Hanson,1886-07-26,1965-04-08,2,"Göteborg, Sweden",0.004536
121002,121002,Barbara Kent,1907-12-16,2011-10-13,1,"Gadsby, Alberta, Canada",0.123794
262394,262394,George Fawcett,1860-08-25,1939-06-06,2,"Alexandria, Virginia, USA",0.033002
14288,14288,Eugenie Besserer,1868-12-25,1934-05-28,1,"Watertown, New York, USA",1.7e-05
106092,106092,Marcelle Corday,1890-01-08,1971-06-25,1,"Brussels, Belgium",1e-06
1197526,1197526,Philippe De Lacy,1917-07-25,1995-07-29,1,"Nancy, France",0.0576
148513,148513,Polly Moran,1883-06-28,1952-01-25,1,,1.5e-05
84034,84034,Clarence Brown,1890-05-10,1987-08-17,2,"Clinton, Massachusetts, U.S.",0.071526
89045,89045,Benjamin Glazer,,,2,,0.000542
14035,14035,Paul Weigel,1867-02-18,1951-05-25,2,"Halle an der Saale, Province of Saxony, Prussia [now Saxony-Anhalt, Germany]",0.00204
143563,143563,John Grey,1885-12-19,1964-12-11,2,New York - USA,1e-05
148431,148431,Ralph Spence,,,0,,0.000293
13954,13954,W.C. Fields,1880-01-29,1946-12-25,2,,0.009079
1126366,1126366,Alice Joyce,1890-10-01,1955-10-09,0,,0.027755
102500,102500,Charles 'Buddy' Rogers,1904-08-13,1999-04-21,2,"Olathe, Kansas, USA",0.428736
1285046,1285046,Kittens Reichert,,,0,,0.0
1285047,1285047,Julia Ralph,,,0,,0.07056
1285048,1285048,Frank Montgomery,,,0,,0.004536
1285049,1285049,Jerry Sinclair,,,0,,3e-05
74659,74659,Gregory La Cava,1892-03-10,1952-03-01,2,"Towanda, Pennsylvania, USA",0.010283
1464322,1464322,Dana Dempsey,,,0,,8.2e-05
549834,549834,Lotte Reiniger,1899-06-02,1981-06-19,1,"Berlin, Germany",0.4
11529,11529,Carl Koch,1892-07-30,1963-12-01,2,,1e-06
97996,97996,Walter James,1882-06-03,1946-06-27,2,"Chattanooga, Tennessee, USA",0.001361
141140,141140,Leo Willis,1890-01-05,1952-04-10,2,"Wapanucka, Oklahoma, USA",0.029635
148401,148401,Olin Francis,1891-09-13,1952-06-30,2,"Mooreville, Mississippi, USA",0.042336
9095,9095,Eddie Boland,1885-12-27,1935-02-03,2," San Francisco, California, USA",0.0
98000,98000,Frank Lanning,1872-08-14,1945-06-17,2,,0.568
148403,148403,Ralph Yearsley,1896-10-06,1928-12-04,2,"London, England, UK",1e-06
29270,29270,Jocko the Monkey,,,0,,0.0108
143559,143559,J.A. Howe,,,0,,5e-06
148404,148404,Thomas J. Crizer,1888-10-28,1963-11-13,2,"Millsburo Springs, Virginia, USA",0.03024
103444,103444,Howard J. Green,1893-03-20,1965-09-02,2,,0.168
102499,102499,Clara Bow,1905-07-29,1965-09-27,1,"Brooklyn, New York, USA",0.000176
29760,29760,Richard Arlen,1899-09-01,1976-03-28,2,"St. Paul, Minnesota, USA",0.357818
102502,102502,El Brendel,1890-03-25,1964-04-09,2,"Philadelphia, Pennsylvania, USA ",0.168
14290,14290,Richard Tucker,1884-06-04,1942-12-05,2,"Brooklyn, New York City, New York, USA",1e-06
4068,4068,Gary Cooper,1901-05-07,1961-05-13,2,"Helena, Montana, USA",3.150577
1568496,1568496,Gunboat Smith,,,0,,0.0
30157,30157,Roscoe Karns,1891-09-07,1970-02-06,0,"San Bernardino, California, USA",0.249927
1033217,1033217,Julia Swayne Gordon,1878-10-29,1933-05-28,1,Columbus - Ohio - USA,0.0
14643,14643,William A. Wellman,1896-02-29,1975-12-09,2,"Brookline, Massachusetts, USA",4.1e-05
102503,102503,John Monk Saunders,1895-11-22,1940-03-11,2,,0.009399
27915,27915,Ivor Novello,1893-01-15,1951-03-06,2,"Cardiff, Wales, UK",0.06552
1341128,1341128,Annette Benson,1895,1965,1,"London, England, UK",0.0108
100781,100781,Isabel Jeans,1891-09-16,1985-09-04,1,"London, England, UK",0.00043
8731,8731,Ian Hunter,1900-06-13,1975-09-23,2,"Cape Town, South Africa",1.474448
22601,22601,Ben Webster,1864-06-02,1947-02-26,2,"London, England, UK",5.6e-05
1068089,1068089,Norman McKinnel,,,0,,0.004536
146660,146660,Robin Irvine,,,0,,7e-06
1064081,1064081,Sybil Rhoda,,,0,,0.0
1064082,1064082,Lilian Braithwaite,1873-03-09,1948-09-17,1,"Ramsgate, Kent, England, UK",1.1e-05
553492,553492,Violet Farebrother,1888-08-22,1969-09-27,1,"Grimsby, England, UK",6e-06
2636,2636,Alfred Hitchcock,1899-08-13,1980-04-29,2,Leytonstone - London - England,4.899409
17660,17660,Constance Collier,1878-01-22,1955-04-25,1,"Windsor, Berkshire, England",4.1e-05
27905,27905,Eliot Stannard,,,0,,2e-06
1585030,1585030,Frank Mills,,,0,,0.027518
14286,14286,Al Jolson,1886-05-26,1950-10-23,0,"Seredzius, Lithuania",9.9e-05
14287,14287,May McAvoy,1899-09-08,1984-04-26,1,"New York City, New York, USA",0.045305
13342,13342,Warner Oland,1879-10-03,1938-08-06,2,"Nyby, Västerbottens län, Sweden",0.589954
